n,d,s,seed,case,sketch_err_logits_hs,sketch_err_output_hs,fp_err_logits_hs,fp_err_output_hs,total_err_logits_hs,total_err_output_hs,ref_logits_hs,ref_output_hs,runtime_ms
128,32,24,1,fp8_store_sk24,145.1612468755592,12.148412087742763,10.564374526466665,1.2511774673496585,145.18071195552923,12.007457017927342,124.08058563530594,8.7759610188152,3.931058003217913
128,32,32,1,fp8_store_sk32,136.72964255439973,11.046000638417054,10.07723020875698,1.3029017371125526,135.96363604013942,10.732675070051924,124.08058563530594,8.7759610188152,5.641553005261812
128,32,8,2,full_fp32_sk8,223.002274152519,20.400639148511235,3.3969701179411015e-05,8.220803776382137e-06,223.00228137074507,20.400640339694878,123.33659193133673,8.354798486280716,0.24996000138344243
128,32,16,2,full_fp32_sk16,194.27052972116317,15.915460260915358,3.346759490060609e-05,6.899889327113342e-06,194.27053237900137,15.915461704988886,123.33659193133673,8.354798486280716,0.210860998777207
128,32,24,2,full_fp32_sk24,142.1773692950918,11.75243927983086,2.7757033327526156e-05,5.429081062568024e-06,142.17737270374508,11.752440266485959,123.33659193133673,8.354798486280716,0.238922999415081
128,32,32,2,full_fp32_sk32,123.49551454047842,8.96551963337752,2.652981142227399e-05,4.793501416600125e-06,123.49551602492102,8.965519929745003,123.33659193133673,8.354798486280716,0.23192999651655555
128,32,8,2,full_fp16_sk8,223.002274152519,20.400639148511235,0.14145792049526407,0.03355481381452633,223.00715378484233,20.40691338823267,123.33659193133673,8.354798486280716,1.6286949976347387
128,32,16,2,full_fp16_sk16,194.27052972116317,15.915460260915358,0.1238662733676451,0.02080024337826012,194.26842556422767,15.913947507038332,123.33659193133673,8.354798486280716,1.7505310024716891
128,32,24,2,full_fp16_sk24,142.1773692950918,11.75243927983086,0.10160242654419646,0.016966199429798327,142.17197483835713,11.751572291802502,123.33659193133673,8.354798486280716,5.667605000780895
128,32,32,2,full_fp16_sk32,123.49551454047842,8.96551963337752,0.08854260491012676,0.013611035121363095,123.4968321967991,8.965614994023817,123.33659193133673,8.354798486280716,3.242491999117192
128,32,8,2,mixed_fp16_sk8,223.002274152519,20.400639148511235,0.12186115891611585,0.02155223505130939,223.00654944154672,20.405581297512718,123.33659193133673,8.354798486280716,0.6578969987458549
128,32,16,2,mixed_fp16_sk16,194.27052972116317,15.915460260915358,0.10512247824654275,0.0135380722727071,194.2687218125577,15.913425688018092,123.33659193133673,8.354798486280716,0.8658209990244359
128,32,24,2,mixed_fp16_sk24,142.1773692950918,11.75243927983086,0.08654416356709396,0.009192533607631129,142.17225091763217,11.751363082602897,123.33659193133673,8.354798486280716,0.9561469996697269
128,32,32,2,mixed_fp16_sk32,123.49551454047842,8.96551963337752,0.07291002770016743,0.0077630733697737105,123.49721738700241,8.966076614016037,123.33659193133673,8.354798486280716,1.1617830023169518
128,32,8,2,fp8_store_sk8,223.002274152519,20.400639148511235,16.381414962630426,3.0494610042065604,219.6664826989382,19.505234274577372,123.33659193133673,8.354798486280716,3.244273000746034
128,32,16,2,fp8_store_sk16,194.27052972116317,15.915460260915358,13.413298991318792,1.5977706490804688,193.21684826710512,16.086613872666693,123.33659193133673,8.354798486280716,3.2070439992821775
128,32,24,2,fp8_store_sk24,142.1773692950918,11.75243927983086,10.721390223016169,1.3076926150824992,141.38158938172666,11.716556314288175,123.33659193133673,8.354798486280716,3.7944539944874123
128,32,32,2,fp8_store_sk32,123.49551454047842,8.96551963337752,9.731525539478255,0.9770398432837353,121.9521109363286,8.83225601698682,123.33659193133673,8.354798486280716,5.7813469975371845
128,64,8,0,full_fp32_sk8,350.5389685796935,43.283067612585995,5.776428799880924e-05,2.1509458031804254e-05,350.53897065352356,43.28306880624905,129.56832078154838,13.296506773914619,0.551468001503963
128,64,16,0,full_fp32_sk16,251.59569275006442,31.624175538963758,5.8702195497421685e-05,1.6959724865982994e-05,251.59569338717833,31.624175728882456,129.56832078154838,13.296506773914619,0.5185480040381663
128,64,24,0,full_fp32_sk24,227.50130523335946,28.611064145243606,5.0140190219139544e-05,1.527493920102785e-05,227.50130463124106,28.61106410239455,129.56832078154838,13.296506773914619,0.6220200011739507
128,64,32,0,full_fp32_sk32,188.12009170016296,22.57937468997872,4.6973245293367946e-05,1.2216131292431138e-05,188.12009046265186,22.579374430315234,129.56832078154838,13.296506773914619,0.477538000268396
128,64,8,0,full_fp16_sk8,350.5389685796935,43.283067612585995,0.20057168605433595,0.052783901802757494,350.52529696751185,43.28670066118436,129.56832078154838,13.296506773914619,3.8578700041398406
128,64,16,0,full_fp16_sk16,251.59569275006442,31.624175538963758,0.14365219272444324,0.03650180293521577,251.60626824793732,31.630907532713458,129.56832078154838,13.296506773914619,2.7341380045982078
128,64,24,0,full_fp16_sk24,227.50130523335946,28.611064145243606,0.13665599128000136,0.0349376006208469,227.51228218313355,28.61183363835264,129.56832078154838,13.296506773914619,3.0469260018435307
128,64,32,0,full_fp16_sk32,188.12009170016296,22.57937468997872,0.1176409300486143,0.03125545077978335,188.1246391952058,22.58383904037868,129.56832078154838,13.296506773914619,3.298693998658564
128,64,8,0,mixed_fp16_sk8,350.5389685796935,43.283067612585995,0.18713990469973482,0.03946924783032118,350.525358168735,43.28259071998752,129.56832078154838,13.296506773914619,1.0256879977532662
128,64,16,0,mixed_fp16_sk16,251.59569275006442,31.624175538963758,0.1303441941777749,0.024391722471449908,251.6065258308257,31.62803000256905,129.56832078154838,13.296506773914619,1.0709560010582209
128,64,24,0,mixed_fp16_sk24,227.50130523335946,28.611064145243606,0.12394597872591862,0.025137353157786372,227.51108071313476,28.610751914262625,129.56832078154838,13.296506773914619,1.1933799978578463
128,64,32,0,mixed_fp16_sk32,188.12009170016296,22.57937468997872,0.10788895260589204,0.02142930395482012,188.1247251279828,22.581441097465056,129.56832078154838,13.296506773914619,1.303861994529143
128,64,8,0,fp8_store_sk8,350.5389685796935,43.283067612585995,23.702781279321837,5.214650826863345,351.472006865454,43.05260108045075,129.56832078154838,13.296506773914619,2.5088809998123907
128,64,16,0,fp8_store_sk16,251.59569275006442,31.624175538963758,17.353490838428094,4.071909882295718,250.89013764932884,31.994815308687024,129.56832078154838,13.296506773914619,6.690531998174265
128,64,24,0,fp8_store_sk24,227.50130523335946,28.611064145243606,15.793317079152384,3.2755665919058963,227.7151963078636,28.441695762417787,129.56832078154838,13.296506773914619,6.323424000584055
128,64,32,0,fp8_store_sk32,188.12009170016296,22.57937468997872,13.534971925412489,2.3741580140132794,187.76068397118115,22.46945760208985,129.56832078154838,13.296506773914619,11.264825996477157
128,64,8,1,full_fp32_sk8,369.20010395903995,43.61735727013042,6.568356541052832e-05,1.9621553473154302e-05,369.2000999061613,43.61735860534109,127.03637206053003,11.974396813549157,0.4451950007933192
128,64,16,1,full_fp32_sk16,229.97132086180594,24.109651728706343,5.203536588524697e-05,1.3092487781946237e-05,229.97132282728376,24.10965184729699,127.03637206053003,11.974396813549157,0.8693210038472898
128,64,24,1,full_fp32_sk24,213.41617832206043,26.686185343573054,4.732051996195621e-05,1.2357821205222888e-05,213.4161773276255,26.686184962742868,127.03637206053003,11.974396813549157,1.572432003740687
128,64,32,1,full_fp32_sk32,185.59238991759818,20.670409219826833,4.7049275803265374e-05,1.2360513490425529e-05,185.5923915019035,20.670410796693144,127.03637206053003,11.974396813549157,0.6057279970264062
128,64,8,1,full_fp16_sk8,369.20010395903995,43.61735727013042,0.2171112449207297,0.06272542283017772,369.17489234558474,43.61025948866268,127.03637206053003,11.974396813549157,3.027507998922374
128,64,16,1,full_fp16_sk16,229.97132086180594,24.109651728706343,0.1359988704141462,0.03260925713912302,229.97831355995223,24.10870625595194,127.03637206053003,11.974396813549157,2.990975001011975
128,64,24,1,full_fp16_sk24,213.41617832206043,26.686185343573054,0.12737318296772415,0.03211030540785512,213.40789305350432,26.685096184963978,127.03637206053003,11.974396813549157,2.972189999127295
